nomenclature,code
1801  tooth: ul3 material: precious metal abutment,9950
"""recement refix inlay  ul6""",411
apicectomy (incisor or canine)  ur2,9986
sedation for extracting 5-9 teeth,9999
perio treatment 1,201
inceram crown prep,414
tunnel restorations  ll6,399
open root canals for drainage  ll5,9986
"""vital pulpotomy incomplete apex  ur6""",506
jacket crown in synthetic resin  ul6,416
"""recement refix inlay  lr6""",411
renew facing (crown)  ur4,9986
inlay compound cavity  ll6,410
fillings - composites etc.  ul1,401
apicectomy (all other roots)  ll6,9986
ret. cast or full jacket 60% + fine  ul7,415
"""nhs  urgent exam ass & advice""",100
nhs urgent fills,399
nhs urgent issue presription,1103
hygienist charge,9999
nhs urgent treatment radiographs,105
nhs urgent extraction,600
single visit fluoride treatment,300
nhs urgent treatment temp dressing,207
nhs urgent rads exam & report,100
nhs urgent rec/repair crown,422
nhs urgent consultation,126
nhs ugrent stone and smooth,1116
2nd hyg visit,231
lab made splint/nightguard,1106
nhs urgent adjustment/alt denture,714
primary denture imps app,700
nhs urgent treatment root canal,500
nhs urgent treatment of infected sockets,9986
nhs urgent treatment acute infected,9999
nhs urgent treatment sensitive cementum,9999
hygienist promotion,9999
bupa insurance anterior composite restoration,9999
pini  ur4,9999
perio treatment 2 external,214
bridge implant,817
perio review 2 internal,103
inlay/onlay 3  surfaces,451
fit sci splint,1126
sci splint anterior,1126
abutment try in,598
wear edge/erosion,9986
bupa insurance new patient consultstion,100
bupa insurance extended consultation,100
implant try in (bisc bake),598
perio treatment 30 mins external,214
bupa insurance small radiograph(s),105
exam free implant consult,100
upper bond-up and cement palatal arch,9999
cts interdental,9999
perio treatment 2 internal,214
buccal/platal placed,9999
ortho deband appointment,9999
ura review,103
bupa insurance fissure composite resin,9999
perio treatment 30 mins internal,214
oral surgeon fee,9999
crown implant,806
implant soft tissue augmentation,9999
NR RCT,9999
hygienist visit and whitening,231
free exam,100
botox review,3034
fixed and rem instructions,9999
nhs extra-oral traction,9999
ortho bonding,9999
bupa insurance fissure sealant,301
bupa insurance perio treatment 60 mins internal,214
bupa insurance other splint,1126
periodontic xray,105
botox appointment 1,3034
bupa insurance examination,100
bupa insurance hygienist vist,231
nhs lateral cephalometric xray (ortho),108
temporary implant crown,421
RCT CONSULT,500
additional fee for occlusal analysis and diagnostic wax ups,9999
3 x 10% whitening tubes,9999
additional notes,9990
EX15AJ,100
toothbrush,9999
bupa insurance glass lonomer,403
pin,9999
1 x 10% whitening tubes,9999
botox appointment 2,3034
HYG30,203
cupraprox heads,9999
ortho diagnosic records,1032
bupa insurance porcelain crown,416
bupa insurance acrylic denture fit,703
bupa insurance refixing crown,422
duraphat 2800 tooth paste,9999
impressions and photos,9999
RCT POSTGRAD,500
sleepwell anti-snoring appliance,1106
"""kbj ghkj""",9999
water piks cordless,9999
whitening box of 4 syringes,9999
9 point exam list,9999
"""ps>den  ur6-ur5 ul4-ul6""",9999
braun heads,9999
spiral twins,9999
examination 15min and hygiene 20min,101
routine examination (denplan),100
30 min hygienist visit (denplan),203
routine exam denplan,100
extended examination (inc scale & polish),101
new patient consultation-inc first 2 x rays,100
scale & polish denplan ess,200
crown unknown material,9986
try-in visit,598
small radiograph(s) (denplan),105
composite filling - front teeth,401
filling,399
oasis basics scale,200
oasis basics returning scale,200
direct access hygiene visit,231
bite registration visit,599
nightguard,1106
denplan essentials examination,100
INVRET UPPER OR,9999
invisalign review appointment,1005
air polish 10,226
crownfit,427
express turnaround,9999
whitening consultation,1113
INVISLITE,1005
partial denture - acrylic upper or lower,707
invis imps,1005
opalite crown fit,427
six months smile orthodontic review/adj,103
45 minute hygiene appointment,205
invisalign: review,103
medium composite,401
wear facet,9999
voucher special offers whitening and hyg,9999
np exam notes,100
day emergency assessment appointment,126
extraction/simple,600
[ll7] p1421 (3),9986
porcelain veneer impressions,438
air flow,227
home bleeching system,1114
composite (tooth coloured)filling,401
crown(porcelain) impressions,416
* crown(porcelain) fit,427
laser in surgery whitening,1113
large composite,399
tooth abrasion,9986
30 mins hygienist,203
decayed surface,9989
panoral full mouth x-ray,107
removable retainer impressions,1018
bitesplint/occlisal splint,1126
hygienist 45 minutes,205
removable retainer fit,1010
fixed ortho - tooth coloured brackets,1032
denplan hygiene 30,203
zoom city groupon,9999
home tooth whitening kit: special offer x 1 gel,1114
wire adjustment,9999
*invisalign: fit,1005
hygiene 15 minutes,231
invisalign: impressions,1005
periodontal treatment: deep root scaling,229
airflow and tooth whitening special offer,9999
dental consultation,104
specialist consultation,104
invisalign: clincheck,1005
implant tooth replacement,801
complimentary teeth straightening (orthodontic) consultation,1000
inman aligner: review/adjustment,9999
enlighten whitening- impressions taken,1113
implant  impressions,850
root canal therapy,500
[ul1] stoning/smoothing (3ns),1116
retainer bonded,903
tooth white impressions,1128
six months smile: clear brackets bonded,1008
six months smile:impressions/measurement,1008
chipped filling,9984
childrens routine examination,124
brite smile bleaching,1113
enlighten trays given to patient,1115
teeth straightening consultation,1000
childrens routine examination (age 5-16),124
implant stage 1 - insertion of implant,801
sleeping clench inhibitor impressions,1128
oasis - examination - new patient - adult,100
implant abutment connection,805
45 minutes hygiene,205
60 minute hygiene appointment,206
perio consult specialist,229
exam for hygienist,231
30mins hygiene with airflow treatment,203
maintenance plan hygienist appointment,231
implant healing abutment connection,805
emergency appointment-new patient,126
porcelain inlay impressions,1128
sleeping clench inhibitor fit,1128
emergency appointment-np,126
filling note sp version,9990
bite guard impressions,1128
denplan,9990
20 minute hygienist appointment,202
inlay (ceramic) impressions,409
ceramic inlay fit appointment,409
orthodontic treatment: review appointment,1030
root debridementwith specialist,9986
bonded retainer impressions,1128
implant abutment fit,805
endodontic consultation (root canal consultation),507
root canal (molar),500
failed pvt,9999
consultation - adult,9999
recementation,9999
oasis - examination - recall patient - adult,100
bone augmentation - bone trap particles,841
bite guard fit,1106
periodontist consultation-gum specialist,214
15min hygiene combined with zoom treatment,231
bone graft procedure,210
bone augmentation bioactive perioglass,841
first periodontal examination,214
cosmetic sculpture,3034
bleaching gel 15%,9999
enlighten laser in house treatment,1113
orthodontic appliance adjustment,1032
invisalign: review appointment,1005
exam practice plan,100
invisalin consultation,1005
exam saturday,100
specialist endo molar,515
implant stage 2 - uncovering implant,801
bridge work,920
root canal review appointment,103
second periodontal examination,214
periodontal follow up appointment,214
britesmile exam,100
denplan hyg 45,205
er/resin (3nd),9986
recall exam notes,9990
arch expander review/adjustment,9999
invisalign: bonding of attachments,1005
60 minute hygiene,206
radiograph: periapical/bitewing,106
oasis - examination - new patient - paediatric,100
invisible braces adjustment/review,1005
arch expander fit appointment,9999
addition of tooth or clasp,712
periodontal assessment- 45 minutes,214
root canal treatment (premolar),501
invisible braces fit appointment,1005
non-attendance fee,9999
partial denture fit,703
damon clear: self-ligation bracket system,9999
specialist endo premolar,510
implant bridge fitting,817
root canal treatment (incissor - canine),502
partial denture impressions,700
specialist rct molar,500
preventive resin restoration,433
suture,843
consultation - extractions,600
arch expander impresssions,9999
review & polish,200
free cfast assessment,104
tooth whitening - imp enlighten,1113
augmentin 625 mg,9999
invisible braces impressions,1005
deep clean,233
home bleach system gel x 1,1114
specialist endo incisor,511
failed nhs,9999
consultation - children (u16),124
bite impressions for denture services,702
hygiene referral,224
smiles plan hygienist appointment,231
dental implantology: implant placement,801
harmony orthodontic review/adjustments,103
removal of fixed lingual retainer,1032
private lazer tooth whitening,1113
fixed lingual retainer - upper arch,1009
implant temporary abutment,805
ceramic crown metal free,416
childens hygienist,124
denture consultation,9999
special tray impressions,1128
rct- 1st visit,500
fixed lingual retainer - lower arch,1009
tepe yellow,9999
new patient special offer weekday,9999
bubble kit 6% hydrogen peroxide,9999
metronidazole 200mg (prescription only),9999
rerct extra fee,9999
investigate tooth,9999
oral-b satin floss,9999
dental implantology: impression coping + dental implant impressions,801
impressions for crown,414
re-rct additional charge,504
dental impressions - alginate,801
rct 2nd visit,500
sinus floor bone augmentation,9999
broken orthodontic retainer,1032
oasis = examination - recall patient - paediatric,100
try-in of implant bridge,901
set of bitewing radiographs,105
porc bonded bridge (abut),920
impressions for addition/repairs,701
porc bonded bridge (pontic),902
root post,433
new patient examination (inc 2 rads),100
acute gum infection,9999
mouthguard (clear/one colour) - fit,1107
dentomycin course,9999
reopen surgery,9999
extension,9999
child exam under 5 free,118
upper/lower partial dentures (each),707
suture placement and packing,9999
letter report fee,9999
gold bridge (abutment),9950
gold bridge (pontic),804
soft night guard lab made,1106
partial flexible denture,721
denplan insurance fee,9999
drawing graphic,9999
denplan payment,9999
denplan fee,9999
tooth coloured filling,399
dental implant,801
exam tabs,100
bite wing x-rays,105
continuing care & examination,100
first stage implant placement,801
small x-rays),105
children's examination,124
2nd stage implant,801
dental health review,103
surgical guide,9999
veneer preparation & impression,439
standard implant retained crown,845
all porcelain crown preparation,416
full mouth x-ray,105
all porcelain crown fit,416
hygiene therapy at review,103
tepe interdental brushes,9999
scale at review,103
implant bite registration,599
all porcelain implant retained crown,416
six monthly hygiene,231
superior crown,415
1 hour tooth whitening,1113
oral hygiene therapy,231
gingivitis therapy,9999
periodontal maintenance & exam,229
bonded retainer fit,903
fee for root canal files.,9999
biogide resorbable membrane 25x25xmm,9999
de luxe f/f acylic denture fit,706
procera veneer,438
intermediate f/f acrylic denture fit,706
locators( on two implants),853
budget bonded crown fit,415
impressions for bleaching trays,1128
private prescription,1103
iv sedation long,9999
fixed bridge metal ceramic 5 implants,817
invisalign review 1,1012
diagnostic mock up  wax up,116
fixed bridge acrlic 5implants,817
rtr granules,9999
.RCF,9999
all on 4/6 stage 2,9999
implant visit 4 - 4 of 4 *no charge*,9999
rtr cones,9999
4601,9999
"""invisalign impressions labs",1005
virtual consultation,9999
H30 PP AIR UPGR,203
implant visit 3-  3 of 4,9999
periostat deoxycycline tabs,9999
lasbleed,9999
all on 4/6 stage 1,9999
implant visit 2 - 2 of 4,9999
lazer whitening,9999
nhs transition payor discount,9999
invisalign addition aligners,1005
invisalign dual arch required,1005
extra review,1032
orthodontic aligner assessment,1001
fresh breath,9999
aligners17+,9999
1804  ur3,9986
consultation - current patient,100
pa/bw x-ray,105
invisalign review 5,1012
invisalign review 3,1012
invisalign review 2,1012
whitening using luke barnet labs for bupa insurance,9999
invisalign fixed retainer,1005
bupa dental essentials adult check up,100
bone grafting from patient donor site,9999
ultraeze prefilled,9999
gold bar on four implants,9986
1802  ur2,9986
treatment plan review,103
upper and lower arch bleaching,1113
molar rct appointment 2,500
6 week periodontal review,103
fresh start,9999
periodontal therapy - phase 1,214
molar rct appoinment 1,500
periodontal therapy - phase 2,214
fixed appliance fit,1032
full orthodontic diagnosis,1032
trutain retainer,9999
missed appointment fee,9999
final review,103
free initial consultation (30min),100
gum recovery appointment 1,9999
gum recovery appointment 2,9999
inlay preparation & impression,407
impressions for bleaching,1128
implant treatment,801
review temporary restorations,103
child new patient,124
aesthetic try-in,598
prep guides,9999
sedation fee,9999
addition to denture,712
pds emergency cover,126
bleaching review,103
cast post & core,444
emergency root canal treatment,500
composipost fit,427
gum recovery appointment 3,9999
splint review,103
dental care plus patient,9999
lower flat plane splint,1126
fixed appliance (white brackets),1032
merry molar visit 1,500
full cosmetic assessment,104
periodontal therapy - phase 3,214
gum review,103
indicator 30 oral b t/brush,9999
merry molar visit 2,500
orthodontic chat,104
rembrandtt toothpaste,9999
removable appliance fit,1035
pre-registration fee,9999
bupa insurance continuing care,9999
botox - frown lines (above nose),3034
impression for addtion,1128
periodontal therapy - phase 4,214
acrylic denture lab fee,9999
belleglass veneer fit,437
referral purpose,9999
root planing (3rd visit),201
invisalign review 4,1012
bupa insurance partial acrylic denture,707
H HANDSCALE,200
bupa dental essentials bridge using nhs materials,920
bupa dental essentials emergency plus any treatment extra,126
"""gingivectomy gingivoplasty",9999
,2
tepe's,9999
aligners9-16,9999
1815  lr6,920
1803  ur5,9999
periosystem bio guide,9999
3221,1032
invisalign review 6,1012
simplant planning,800
invisalign review 9,1012
perio pockets debridement / peri-implantitis,9999
bupa insurance porcelain inlay fit,451
bupa insurance inlay preparation,407
.RETBP,9999
perio pockets debridement / peri-implantitis - hygienist,9999
bupa dental essentials crown front teeth,415
bupa dental essentials surgical extraction,601
bupa dental essentials small amalgam filling,400
bupa dental esentials new patient exam,102
bupa dental essentials crown back teeth (metal),420
bupa dental essentials childrens exam inc 2 xrays,124
bupa insurance maryland bridge pontic fit,910
bupa insurance maryland bridge wing fit,911
ultraezee custom tray,9999
procera overdenture bar,9999
sleepweel snoring appliance,1106
all on four complete,9999
corsodyl mouth wash,9999
battery toothbrush,9999
pan,107
sports mouthguard,1107
fluoride rinse,9999
root fillings,9977
oral b electric tooth brush,9999
sundry items,9999
tooth jewel,9999
existing bridge,920
anti-snoring device,1106
[lr6] gingivectomy - lower (3yd1),9999
fastest denture possible,726
cervitec caries prevention program,9999
hygiene direct access,241
curaprox refills yellow,9999
tepe interdental grey,9999
jcb kids toothbrush,9999
MOUTHRINSE,9999
INTERPROX,9999
interdental sticks,9999
bioxtra chewing gum,9999
single arch lumineers,9999
review appt @ the chaucer hospital,103
straumann aesthetic plus implant,801
6am-8am/8pm-10pm call out,9999
stainless steel bar (other's care),912
emergency codes,9999
glide floss threaders,9999
[l] repair crack - upper (nys1),9999
extraction of buried root/s,513
10pm - 6am telephone consultation,9999
first 30 minute hygienist appointment in  allowance period,231
new online booking 30 minutes,100
implant retained denture on bar,803
custom chairside shading/shaping,9986
N,9999
enlighten toothpaste,9999
forehead treatment botulinumtype a,3034
"""f/head glabella & crowsfeet botulinum type a""",3034
lateral headplates not orthodontic,9999
oral b indecator toothbrush,9999
pronamel daily mouthwash,9999
kids novelty brush,9999
baby banana teething brush,9999
braun/oral b 3d electric toothbrush,9999
lab veneer,9999
sedation for extracting 10-16 teeth (occ,601
removal of fractured post (occ),440
temporary post and core,433
extraction of up to 2 teeth,600
mesh strengthener,9999
stainless steel lingual bar,912
power bleaching,9999
roach clasp,724
prolonged gingival treatment 10-16 teeth,9999
zovirax,9999
barbie brush and holder,9999
[ur8] scale and polish (nnd),201
reach kids mouthrinse,9999
gum rehabilitation,9999
patient is being droed no further tx,9999
bounced cheque fee,9999
gold restoration,399
"""when reviewing an implant either specifically or as part of an exam""",800
inman smile alignment,9999
curaprox refills blue,9999
corsodyl 10 i/d sticks,9999
BRUSH,9999
implant procedure @ the chaucer hospital,801
extraction of tooth,601
initial consultation at joint clinic,9999
glide floss holder,9999
braun 7000 electric toothbrush,9999
filling to replace decay or fracture,399
6am - 10pm telephone consultation,9999
new patient child examination,124
flexible plastic denture (add to normal),721
clear heat-cured palate,726
addition of tooth to denture (subsequent,712
10pm-6am night visits,9999
study casts for diagnosis,110
fit temporary crown,421
crown porcelain bonded drw,417
routine hygiene & exam with derek,101
[ul1] small radiographs   (<16 sq.cm....,105
bone augmentation using perioglass,506
bleaching gel,1113
bupa insurance tooth coloured filling,399
separator placement,9999
teeth in a day,9999
full mouth radiographs,107
fluoriguard mouthwash,9999
botox - forehead & crows feet,3034
standard crown,415
administration charge,9999
genigel,9999
gum recovery appointment 4,9999
botox - crows feet,3034
occ-eq  ur5,9999
bupa insurance new patient consultation,100
radiograph check,9999
bleaching pack using enlighten lab & philips direct supply,9999
two area botox treatment,3034
mouthguard (imp- fit),1107
mini bleaching kit,9999
bewhite 4 syringe kit (top up ),9999
periodontal splint,216
application of antibiotic gel,9999
select esthetic /multi abutement,9950
equilibration of teeth,9999
hyaluronic acid fillers,3034
EXPR,100
second stage surgery,9999
airflow free trial session,240
standard partial acrylic denture (8-14),707
de luxe f/- acrylic denture fit,704
one area botox treatment,3034
e max crown fit,423
vital 0.5 g,9999
review equilibration,103
new patient offer exam,102
dentist airflow 15 mins,240
iv sedation short,9999
2 six month smiles impressions and photographs,1128
in surgery bleaching,1113
hygienist failure to attend fee,9972
active esthetic implant,801
4 fourth bracket adjustment,1032
cerec denplan,9986
intermediate partial acrylic denture 1-8,707
2 second brackets adjustment,1032
5 fifth bracket adjustment,1032
3 third bracket adustment,1032
1 six month smiles consult,1008
6 brackets off  &  retainer,1032
perio laser therapy,9999
three area botox treatment,3034
1 first bracket adjustment,1032
use of nobel guide,9999
h periochip,216
full mouth debridement,9999
aligners imps and photos,1128
invisalign consult fee,1005
custom zirconia abutement,9950
one syringe of nitewite(top up),9999
active implant,801
1 intitial  brackets wire up,1032
two visit scaling (1st visit),201
first retainer,1032
consult re facial treatment,3003
two visit scaling (2nd visit),201
oraqix local gel,9999
review 4,1001
review 3,1001
review 2,1001
implant visit 1 - maintanance visit 1,814
initial 30 min oh for fmd,231
atridox gel,9999
pin/screw,446
combined in surgery/at home,1113
private childs exam,124
bupa insurance airflow,240
bleaching home whitening,1114
7 fee for an additional arch,1032
review 5,1001
review 1,1001
bupa insurance crown preparation,414
surgical exposure direct sinus lift,840
diet advice,9999
retainer review,103
exam adult,100
restoration,9999
local anesthetic,9999
radiographic report,9999
new ortho consult,1000
retainers fitted,1032
invisalign fitted,1005
free invisalign consult,1005
ortho emergency,1032
bond up,9999
referral reasons,9999
invisalign records,1005
invisalign clin check,1005
smoking cessation,9999
fixed appliance records,1014
review oh/bpe,103
snoring device review,103
reassessment,9999
patient perception,9999
white speed whitening,9999
orthodontic monthly standing order,9999
new snorer consult,9999
full metal crown coverage,420
tooth wear,9998
medenta finance,9999
6 point charting,9999
snoring device fit,1106
snoring records,9999
emax only fit,451
occlusal soft splint,1126
emax onlay preparation,407
art glass inlay denplan,413
bleach cartridge x 4,9999
lapsed exam,9999
post fit prep denplan,433
coping denplan,9999
crn lengthening,208
fibre splint,1126
ib molar endo 1 stage,515
chrome denture u or l,726
provisionals,9999
bupa insurance emergency appointment,126
dcp opg,107
bupa insurance full gold crown,419
RCT-1,500
ib anterior endo 1 stage,515
snore guard denplan,1106
ib anterior endo 2 stage,515
post crown prep denplan,9986
cosmetic assess,9999
visco gel reline,9999
internalbleaching,9999
pbdgn  ul3,920
ging-u ur2,9999
simple xray,105
bupa insurance bridge recement,913
oral b replacement heads,9999
internal bleaching denplan,9999
crown porcelein front,416
be white top up carts x4,9999
panoral denplan,107
FP,9999
inlay/overlay,410
split post,9986
cercon crown,416
attachment,915
bouncedcheque,9999
interspace replacement heads,9999
reserve fit appt,9999
back up appt,9999
urgent trauma,9999
specialist perio assessment,214
bra,9999
bra soft,9999
tooth white,9999
bonded jacket crown denplan,418
urgent dent ease,725
review and adjustment of orthodontic appliance,1001
bonded bridge retainer,909
acrylic denture u or l,726
d3 denture try in denplan,703
cast gold post,433
root canal treatment denplan,500
post prep,500
ortho retainer,1032
crown preperation,414
review denplan,103
bridge retainer bonded denplan,903
acrylic denture denplan,726
rct initial denplan,500
d1 initial denture imps denplan,700
composite filling private,401
bridge pontic bonded denplan,902
cast post denplan,433
zirconia crown private,425
new course of treatment,9999
addition of tooth denplan,712
magnets,9999
denplan zirconia,425
fitting of orthodontic appliance,1032
invisalign clini-check and approval,1005
dent repair with imp,715
denture repair no imp,715
crown prep and imps denplan,414
emax crown denplan,423
impressions for orthodontic appliance,1128
sports mouth guard,1107
chrome denture denplan,726
d bra hard,9999
ortho appoitment,1000
dcp implant placement,801
temp,9999
crown/bridge prep,900
dcp cbct,108
post removal prv,440
fissuresealant,301
snoreguard,1106
crown lengthening denplan,208
professional services,9999
new perio chart,9999
sports guard denplan,1107
ib premolar endo 1 stage,510
ib premolar endo 2 stage,510
bupa insurance scale and polish with the dentist,228
section bridge denplan,9999
denture reline denplan,716
call out,9999
section,9999
periosurgery,221
copings,9999
bupa insurance bite raising appliance,9999
implant jig,9999
adult spin brushes,9999
implant retained pontic,848
fissure sealants denplan,301
bridge prep denplan,900
smoking indicator,9999
standard dietary advice & oral hygiene,9999
crown/bridge fit,427
provisional post and crn,433
ENDOCON,507
nozzles,9999
split post denplan,9986
crown out,9986
unerupted or exfoliated tooth,9993
white  composite filling,401
hygiene- essential preventative care,201
amalgam restoration (ii),400
examination adult,100
hygienist session 20,202
xray denplan care  /essential,105
hygienist 30min,203
exam 12-18,124
smoothed /adjusted occlusion,1116
exam 5-11,124
secondary denture impression(s) + bite,701
open to drain,9986
options,9999
special tray,9999
hygienist 40min,204
hygienist prescription only,1103
addition fit,712
prescribe,1103
tsc,9986
acute condition,9999
bonded full  crown non-precious,418
addition tooth,712
telephone triage,9999
exam 0-4,124
consultation foc,100
top up whitening gels,9999
filling guaranteed/repair,399
hygiene- standard gum management,231
tunnel prep,9986
impression bleachguard per jaw,1128
xray child,105
metal free crown fit,416
perio tmt with dentist,201
fit bleachguard per jaw + supply,9999
extract fractured portion of tooth,9984
impression bleaching guard,1128
metal free crown,415
fit repair,715
chrome denture  impression,700
gold crown prep,414
botulinum a treatment,9999
splinting with comp,1126
whitening tray fit and demo,9999
EXREVIEW,103
hygiene- initial visit,231
hygiene- walk-in care,231
nonprecious crown fit,427
consultation and treatment plan,9999
yearly ortho review,1001
emergency drainage,9999
yearly snorer review,9999
zirconia crown preparation,414
review with small xray if required,103
healing screw,9986
non-precious metal onlay,413
repair retainers,1032
orthodontic 2nd opinion,9999
new patient child 5-16,920
3/4th non precious metal crown fit,9999
surgical pack,924
balance for medenta payment,904
pbdgpr  ul1,9986
3/4th non precious (np) metal crown prep,414
implant post (abutment),805
root debridment score,9999
perio chart,9999
bupa insured consult,100
bupa insured surgical extraction,601
h60 pper 60 mins hyg with rs first 15 mins,206
root filling - rear teeth,9977
core & post,433
snoring appliance,1106
code: 1513 prvt dress / pulpotomy tooth:lr1,506
sg bridge fit,926
tooth: ur4,9986
sdf riva star (flouride),300
refix non acid etch bridge,913
fixed appliance repair u or l,1032
additions other (upper/lower),9999
functional appliance,1035
nhs mos extraction,601
nhs mos consultation,100
code: 4602 secondary imps tooth:.dentum,701
code: 1702  tooth:ur1 material:vmk,415
single implant 1st stage,801
simple x-ray (pa/bw),105
single implant 2nd stage,801
prosthodontic consultation,9999
routine exam/check-up,100
45 min hygienist visit,205
routine exam/check up,100
single implant crown placement,801
surgical consultation,9999
code: 1801  tooth: ul3 material: vmk,920
bupa insurance examination extensive,100
partial denture acrylic,707
extraction simple,600
chex gluc mint,9999
additional small xrays(each),105
hitec crowns private,9999
full acrylic dentures private,726
filling (composite - small),401
botox treatment3,3034
temporary,9999
bridge prepararation,900
interdental xxx fine (orange),9999
tryin,598
toothwhitening gel,9999
sensodyne gentle m/rinse,9999
bupa insurance scale & polish,200
filling (composite - medium),401
metro 400mg (prescription only),9999
extra oral xrays opg,105
oral-b plaq check,9999
duraphat t/paste,9999
3291,1032
1822  ll6,9999
interdental exra fine,9999
crown per unit alloy,9999
bupa insurance inlay,9999
oral b 550 electric t/brush,9999
bupa insurance recement crown,422
bupa insurance fissure sealant composite resin,404
crest glide floss picks (20 pk),9999
exposure and fit healing abutment,9986
detox,9999
child initial consultation,124
tepe pink multibuy (x6),9999
filling (amalgam - medium),400
toothwhitening 9%,1113
provisional crown and bridge,9999
braun d9 timer,9999
sonicare elite single heads,9999
in office tooth whitening,9999
metro 200mg (prescription only),9999
sensodyne f 45ml,9999
colgate total t/paste 100ml,9999
filling notes,9999
1814  ul7,9999
medical history (new),9999
radiogaphic examination,100
skeleton partial denture multiple bar,707
interdental x fine (blue),9999
corsodyl original 300ml,9999
chlorexidine,9999
oral-b flossettes 10s,9999
private porcelain inlay,409
interdental xx fine (red),9999
colgate dental  tape,9999
bupa insurance radiogaphic examination,100
colgate chlorohex tape,9999
custom screen examples,9999
BITE1,599
private composite inlay,410
check tooth,9999
check opt and ceph,9999
flexi flange post prep,9999
polish filling,399
emergency extraction (difficult),600
socket re-generation priv,9999
domiciliary visit > 40 miles (occ),9999
recement bracket,9999
soft splint lab bill,9999
e check inman / clear aliner,9999
bone augmencation,9999
flexi denture lab fee,721
fissure sealants,301
supernumeracy tooth,9999
maryland wing lab fee per wing,911
PC,9999
componeer (more than one),9999
magnet for denture lab fee,9999
partial acrylic lab bill per teeth,9999
additon to denture lab fee,9999
lava cr lab bill,9999
magnetic attachments inc post & fit den,9999
single tooth flexi denture to add clasp,721
socket re-generation dpas,9999
componeer lab bill,9999
oral b pro expert toothbrush,9999
veneer lab fee,9999
lava cr lab fee,9999
inlay lab fee,9999
impacted wisdom tooth,9999
maryland pontic x1 and x2 wings lab fee,910
rct lab fee 25% discount,9999
dentomycin extra tube,9999
equipoise denture lab fee,9999
tanner lab fee,9999
written report for solicitor,9999
equipoise plate lab fee,9999
laboratory fee for bridge,9999
glide floss picks,9999
junior reach m/wash,9999
flossettes,9999
sonicare toothbrush,9999
any two packs of tepes for 5,9999
oral b 7500,9999
dentine bonded crown fit,427
duraphat 2800 toothpaste,9999
sonicare replacement head,9999
orthodontic impressions,1128
clincheck fee,9999
chrome denture lab fee,9999
oral b replacment heads,9999
attachment of temporary denture to dental implants,9986
complex fixed appliance (metal brackets),1032
alf appliance fit,9999
referred new patient examination,100
oral b interspace head,9999
single arch bleaching,1113
oral b stages 3 toothbrush,9999
floss - oral b,9999
failed implant,9999
sensodyne pronamel,9999
listerine mouthwash,9999
child oral hygiene,232
laboratory fee for crown,9999
pull forward splint,1126
botox- forehead (complete),3034
dermal fillers - nose to mouth lines,3034
bupa insurance porcelain bonded crown fit,427
bupa insurance small x-rays),105
bupa insurance all porcelian crown preparation,416
complex fixed appliance (white brackets),1032
ob stages toothbrush,9999
surgical mentoring,9999
oral b interdental brush,9999
hummingbird flosser,9999
gengigel mouthwash,9999
ofixm  upper,9999
o-extra,9999
dentomycin gel,9999
treatment at another practice,9999
stages toothpaste,9999
o-fr  upper,1032
sonicare replacement heads dbl,9999
oral b vitality toothbrush,9999
hummingbird flosser refil,9999
bupa insurance child new patient,124
bupa insurance glass ionomer,403
bupa insurance maryland wing fit,911
bupa insurance sedation free,9999
botox - jowls,3034
amoxillin 250mg caps,9999
oral b professional care 1000,9999
plan continuing care & examination,100
plan exam,100
gingival graft,9999
oral b triumph replacement heads,9999
oral b triumph,9999
PERIORX,9999
lat,108
gold inlay preparation,451
thirty minute appointment,9999
laboratory fee for bonded crown,9999
bupa insurance periodontal therapy,214
bupa insurance bonded crown preparation,418
bupa insurance prefabricated core & post,433
dermal fillers - upper & lower lips,3034
dermal fillers - marionette lines,3034
dermal fillers - upper lips only,3034
plan hyg,231
corsodyl daily defence,9999
immediate addition impression,9999
oral b 8500,9999
disclosing fluid,9999
denta nurse kit,9999
sensodyne total care,9999
dry mouth pack,9999
tooth brush timer,9999
ss-bar,9999
new patient medical history,9999
bupa insurance molar rct appointment 2,500
#pennies,9999
bupa insurance periodontal therapy review,103
EXRAY-CT,9999
nitewhite,9999
bupa insurance molar rct appointment 1,500
bupa insurance maryland fit,910
bupa insurance maryland bridge preparation & impression,910
ga for extracting 10-16 teeth,600
plan bite wing x-rays,105
plan continuing care,9999
plan large xray,107
retardex mouthwash,9999
exam/scale&polish,101
oral b care essentials kit,9999
box of whitening bleach,9999
colgate toothpaste,9999
interdental brush,9999
cleanicdent toothpaste,9999
procera bridge fit,926
o-bp,9999
occl-a-1st,9999
refer,9999
studmd,9999
laboratory fee fo adhesive crown,9999
code 0101 clinical examination,100
nhs fallow period 15 mins,9999
crown preparation and impression(s) metal,414
impression visit,1128
root canal preparation visit,500
nhs fallow period 60 mins,9999
try visit,598
nhs fallow period 5 mins,9999
root canal preparation visit 2,500
nhs fallow period 10 mins,9999
defective tooth,9984
implant uncover,851
impressions for implant retained prothesis,850
root canal preparation visit 3,500
implant investigation,800
private fallow period 15 mins,9999
re-try visit,598
initial root canal treatment molar=400 pre molar 463,500
recement crown/inlay,422
gbr(bio-oss and bio-gide),9999
botox 2,3034
adjust occlusal,9999
emax bridge,920
botox 3,3034
tooth whitening gel,9999
u/l fixed appliance,9999
ortho ret review,103
socket preservation(bio-oss and mucograft),9999
implant all on 4,9999
